ContractID,LayerID,LOB,InceptionDate,ExpirationDate,Perils,DedType,DedAmt1,DedAmt2,LimitType,Limit1,Limit2,AttachmentAmt,Premium,Currency,InsuredName,SubLimitArea,SubLimitOcc,SubLimitPart,SubLimitLimitType,SubLimitDedType,SubLimitDedAmt1,SubLimitDedAmt2
407569,498902,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,25000,0,E,50000000,34000000,125000000,0,USD,ComplexComml,NWS_1,30000000,0,B,MI2,0,0
407569,498902,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,25000,0,E,50000000,34000000,125000000,0,USD,ComplexComml,NWS_10,10000000,0,B,MI2,0,0
407569,498902,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,25000,0,E,50000000,34000000,125000000,0,USD,ComplexComml,NWS_11,40000000,0,B,MI2,0,0
407569,498902,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,25000,0,E,50000000,34000000,125000000,0,USD,ComplexComml,NWS_12,5831671,0,B,MI2,0,0
407569,498902,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,25000,0,E,50000000,34000000,125000000,0,USD,ComplexComml,NWS_13,9193295,0,B,MI2,0,0
407569,498902,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,25000,0,E,50000000,34000000,125000000,0,USD,ComplexComml,NWS_8,15671166,0,B,MI2,0,0
407569,498902,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,25000,0,E,50000000,34000000,125000000,0,USD,ComplexComml,NWS_9,35000000,0,B,MI2,0,0
407569,498902,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,25000,0,E,50000000,34000000,125000000,0,USD,ComplexComml,NWS_2,9979293,0,B,MI2,0,0
407569,498902,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,25000,0,E,50000000,34000000,125000000,0,USD,ComplexComml,NWS_3,10000000,0,B,MI2,0,0
407569,498902,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,25000,0,E,50000000,34000000,125000000,0,USD,ComplexComml,NWS_4,11980451,0,B,MI2,0,0
407569,498902,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,25000,0,E,50000000,34000000,125000000,0,USD,ComplexComml,NWS_5,5000000,0,B,MI2,0,0
407569,498902,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,25000,0,E,50000000,34000000,125000000,0,USD,ComplexComml,NWS_6,7162528,0,B,MI2,0,0
407569,498902,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,25000,0,E,50000000,34000000,125000000,0,USD,ComplexComml,NWS_7,30000000,0,B,MI2,0,0
407569,498902,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,25000,0,E,50000000,34000000,125000000,0,USD,ComplexComml,NWS_14,30000000,0,B,MI2,0,0
407569,498902,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,25000,0,E,50000000,34000000,125000000,0,USD,ComplexComml,NWS_15,9277007,0,B,MI2,0,0
407569,498902,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,25000,0,E,50000000,34000000,125000000,0,USD,ComplexComml,NWS_16,5000000,0,B,MI2,0,0
407569,498902,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,25000,0,E,50000000,34000000,125000000,0,USD,ComplexComml,NWS_17,20000000,0,B,MI2,0,0
407569,498902,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,25000,0,E,50000000,34000000,125000000,0,USD,ComplexComml,NWS_18,10000000,0,B,MI2,0,0
407569,498902,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,25000,0,E,50000000,34000000,125000000,0,USD,ComplexComml,NWS_19,20000000,0,B,MI2,0,0
407570,498903,ComplexComml,06/30/2021,06/29/2022,PWA,BL,25000,0,E,100000000,40000000,100000000,0,USD,ComplexComml,,,,,,,
407567,498898,ComplexComml,07/01/2021,06/30/2022,PWA,N,0,0,E,80000000,80000000,40000000,0,USD,ComplexComml,aop,50000000,0,B,MI2,500000,0
407567,498898,ComplexComml,07/01/2021,06/30/2022,PWA,N,0,0,E,80000000,80000000,40000000,0,USD,ComplexComml,tier1,50000000,0,B,MI2,250000,0
407568,498900,ComplexComml,06/10/2021,06/09/2022,PWA,MI2,1000000,0,E,650000000,650000000,1000000000,0,USD,ComplexComml,outside us,1650000000,0,B,MI2,25000,0
407568,498900,ComplexComml,06/10/2021,06/09/2022,PWA,MI2,1000000,0,E,650000000,650000000,1000000000,0,USD,ComplexComml,tier1 and tier2,1650000000,0,B,MI2,1000000,0
407566,498890,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,55000000,0,E,75000000,19399950,300000000,0,USD,ComplexComml,Tier1,50000000,0,B,MI2,0,0
407566,498892,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,55000000,0,E,100000000,52166600,375000000,0,USD,ComplexComml,Tier1,50000000,0,B,MI2,0,0
407566,498894,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,55000000,0,E,100000000,100000000,925000000,0,USD,ComplexComml,Tier1,50000000,0,B,MI2,0,0
407566,498896,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,55000000,0,E,25000000,1500000,300000000,0,USD,ComplexComml,Tier1,50000000,0,B,MI2,0,0
407565,498887,ComplexComml,07/01/2021,07/01/2022,PWA,MI2,3000000,0,E,500000000,50000000,250000000,0,USD,ComplexComml,aop,750000000,0,B,MI2,1000000,0
407565,498887,ComplexComml,07/01/2021,07/01/2022,PWA,MI2,3000000,0,E,500000000,50000000,250000000,0,USD,ComplexComml,tier1,400000000,0,B,MI2,15000000,0
407562,498870,ComplexComml,06/30/2020,07/31/2021,PWA,MI2,500000,0,E,600000000,234000000,500000000,0,USD,ComplexComml,5OK,1100000000,0,B,MI2,50000,0
407562,498873,ComplexComml,06/30/2020,07/31/2021,PWA,MI2,500000,0,E,900000000,199980000,1100000000,0,USD,ComplexComml,5OK,2000000000,0,B,MI2,50000,0
407564,498884,ComplexComml,06/30/2021,06/29/2022,PWA,MI2,1000000,0,E,100000000,75000000,100000000,0,USD,ComplexComml,,,,,,,
407561,498868,ComplexComml,07/01/2020,07/31/2021,PWA,BL,1000000,0,E,250000000,125000000,250000000,0,USD,ComplexComml,,,,,,,
407560,498866,ComplexComml,06/27/2021,06/26/2022,PWA,MI2,500000,0,E,200000000,36000000,300000000,0,USD,ComplexComml,,,,,,,
407559,498863,ComplexComml,06/15/2021,06/16/2022,PWA,MI2,25000,0,E,75000000,75000000,50000000,0,USD,ComplexComml,WS_T1,75000000,0,B,MI2,100000,0
407559,498863,ComplexComml,06/15/2021,06/16/2022,PWA,MI2,25000,0,E,75000000,75000000,50000000,0,USD,ComplexComml,WS_Tri,75000000,0,B,MI2,100000,0
407557,498855,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,250000,0,E,700000000,334299250,4300000000,0,USD,ComplexComml,tier1,10000000,0,B,MI2,250000,0
407557,498855,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,250000,0,E,700000000,334299250,4300000000,0,USD,ComplexComml,WSUD1,10000000,0,B,MI2,250000,0
407557,498856,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,250000,0,E,650000000,315700750,3000000000,0,USD,ComplexComml,tier1,10000000,0,B,MI2,250000,0
407557,498856,ComplexComml,07/01/2021,06/30/2022,PWA,MI2,250000,0,E,650000000,315700750,3000000000,0,USD,ComplexComml,WSUD1,10000000,0,B,MI2,250000,0
407558,498858,ComplexComml,07/01/2021,06/30/2022,PWA,BL,100000,0,E,100000000,75000000,150000000,0,USD,ComplexComml,,,,,,,
407558,498860,ComplexComml,07/01/2021,06/30/2022,PWA,BL,100000,0,E,150000000,150000000,250000000,0,USD,ComplexComml,,,,,,,
407555,498846,ComplexComml,06/15/2021,06/14/2022,PWA,MI2,1000000,0,E,225000000,56250000,175000000,0,USD,ComplexComml,WST1,25000000,0,B,MI2,1000000,0
407555,498846,ComplexComml,06/15/2021,06/14/2022,PWA,MI2,1000000,0,E,225000000,56250000,175000000,0,USD,ComplexComml,WST1_UMV_2.5M DED,25000000,0,B,MI2,2500000,0
407554,498842,ComplexComml,05/31/2020,07/31/2021,PWA,MI2,50000,0,E,400000000,120000000,100000000,0,USD,ComplexComml,tier1,500000000,0,B,MI2,250000,0
407552,498837,ComplexComml,07/01/2021,06/30/2022,PWA,BL,5000000,0,E,100000000,71000000,400000000,0,USD,ComplexComml,,,,,,,
407552,498838,ComplexComml,07/01/2021,06/30/2022,PWA,BL,5000000,0,E,100000000,22750000,200000000,0,USD,ComplexComml,,,,,,,
407552,498839,ComplexComml,07/01/2021,06/30/2022,PWA,BL,5000000,0,E,100000000,22750000,300000000,0,USD,ComplexComml,,,,,,,
407551,498823,ComplexComml,07/02/2020,07/31/2021,PWA,N,0,0,E,350000000,10000000,200000000,0,USD,ComplexComml,Wind limit,550000000,0,B,MI2,1000000,0
407551,498823,ComplexComml,07/02/2020,07/31/2021,PWA,N,0,0,E,350000000,10000000,200000000,0,USD,ComplexComml,Wind limit,500000000,0,B,MI2,0,0
407551,498823,ComplexComml,07/02/2020,07/31/2021,PWA,N,0,0,E,350000000,10000000,200000000,0,USD,ComplexComml,WST1,550000000,0,B,MI2,35000000,0
407551,498831,ComplexComml,07/02/2020,07/31/2021,PWA,N,0,0,E,150000000,8016071,400000000,0,USD,ComplexComml,Wind limit,550000000,0,B,MI2,1000000,0
407551,498831,ComplexComml,07/02/2020,07/31/2021,PWA,N,0,0,E,150000000,8016071,400000000,0,USD,ComplexComml,Wind limit,500000000,0,B,MI2,0,0
407551,498831,ComplexComml,07/02/2020,07/31/2021,PWA,N,0,0,E,150000000,8016071,400000000,0,USD,ComplexComml,WST1,550000000,0,B,MI2,35000000,0
407550,498821,ComplexComml,07/01/2020,07/31/2021,PWA,N,0,0,E,500000000,232500000,200000000,0,USD,ComplexComml,all other loc,700000000,0,B,MI2,15000,0
407550,498821,ComplexComml,07/01/2020,07/31/2021,PWA,N,0,0,E,500000000,232500000,200000000,0,USD,ComplexComml,tier1,700000000,0,B,MI2,5000000,0
407550,498821,ComplexComml,07/01/2020,07/31/2021,PWA,N,0,0,E,500000000,232500000,200000000,0,USD,ComplexComml,us loc,700000000,0,B,MI2,100000,0
407550,498821,ComplexComml,07/01/2020,07/31/2021,PWA,N,0,0,E,500000000,232500000,200000000,0,USD,ComplexComml,WSUD2,700000000,0,B,MI2,1000000,0
407548,498814,ComplexComml,06/15/2021,06/14/2022,PWA,BL,35000000,0,E,500000000,500000000,1250000000,0,USD,ComplexComml,,,,,,,
407546,498808,ComplexComml,07/01/2021,06/30/2022,PWA,BL,10000,0,E,100000000,64000000,300000000,0,USD,ComplexComml,,,,,,,
407547,498811,ComplexComml,07/08/2020,07/07/2021,PWA,MI2,1500000,0,E,507302281.49955755,50730228.149955757,507302281.49955755,0,USD,ComplexComml,,,,,,,
407545,498799,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,125000000,31250000,275000000,0,USD,ComplexComml,,,,,,,
407545,498800,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,100000000,30500000,400000000,0,USD,ComplexComml,,,,,,,
407545,498801,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,200000000,100000000,800000000,0,USD,ComplexComml,,,,,,,
407544,498790,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,125000000,31250000,275000000,0,USD,ComplexComml,,,,,,,
407544,498793,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,100000000,30500000,400000000,0,USD,ComplexComml,,,,,,,
407544,498796,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,200000000,100000000,800000000,0,USD,ComplexComml,,,,,,,
407543,498781,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,125000000,31250000,275000000,0,USD,ComplexComml,,,,,,,
407543,498782,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,100000000,30500000,400000000,0,USD,ComplexComml,,,,,,,
407543,498783,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,200000000,100000000,800000000,0,USD,ComplexComml,,,,,,,
407542,498772,ComplexComml,07/01/2021,06/30/2022,PWA,N,0,0,E,125000000,31250000,275000000,0,USD,ComplexComml,,,,,,,
407542,498775,ComplexComml,07/01/2021,06/30/2022,PWA,N,0,0,E,100000000,30500000,400000000,0,USD,ComplexComml,,,,,,,
407542,498778,ComplexComml,07/01/2021,06/30/2022,PWA,N,0,0,E,200000000,100000000,800000000,0,USD,ComplexComml,,,,,,,
407541,498763,ComplexComml,07/01/2021,06/30/2022,PWA,N,0,0,E,125000000,31250000,275000000,0,USD,ComplexComml,,,,,,,
407541,498766,ComplexComml,07/01/2021,06/30/2022,PWA,N,0,0,E,100000000,30500000,400000000,0,USD,ComplexComml,,,,,,,
407541,498769,ComplexComml,07/01/2021,06/30/2022,PWA,N,0,0,E,200000000,100000000,800000000,0,USD,ComplexComml,,,,,,,
407540,498754,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,125000000,31250000,275000000,0,USD,ComplexComml,MILLINOCKET REGIONAL HOSPITAL,100000000,0,B,MI2,10000,0
407540,498755,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,100000000,30500000,400000000,0,USD,ComplexComml,MILLINOCKET REGIONAL HOSPITAL,100000000,0,B,MI2,10000,0
407540,498756,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,200000000,100000000,800000000,0,USD,ComplexComml,MILLINOCKET REGIONAL HOSPITAL,100000000,0,B,MI2,10000,0
407539,498745,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,125000000,31250000,275000000,0,USD,ComplexComml,,,,,,,
407539,498746,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,100000000,30500000,400000000,0,USD,ComplexComml,,,,,,,
407539,498747,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,200000000,100000000,800000000,0,USD,ComplexComml,,,,,,,
407538,498736,ComplexComml,07/01/2021,07/01/2022,PWA,BL,50000,0,E,125000000,31250000,275000000,0,USD,ComplexComml,,,,,,,
407538,498737,ComplexComml,07/01/2021,07/01/2022,PWA,BL,50000,0,E,100000000,30500000,400000000,0,USD,ComplexComml,,,,,,,
407538,498738,ComplexComml,07/01/2021,07/01/2022,PWA,BL,50000,0,E,200000000,100000000,800000000,0,USD,ComplexComml,,,,,,,
407537,498730,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,125000000,31250000,275000000,0,USD,ComplexComml,,,,,,,
407537,498734,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,100000000,30500000,400000000,0,USD,ComplexComml,,,,,,,
407537,498732,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,200000000,100000000,800000000,0,USD,ComplexComml,,,,,,,
407536,498721,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,125000000,31250000,275000000,0,USD,ComplexComml,,,,,,,
407536,498724,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,100000000,30500000,400000000,0,USD,ComplexComml,,,,,,,
407536,498727,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,200000000,100000000,800000000,0,USD,ComplexComml,,,,,,,
407535,498712,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,125000000,31250000,275000000,0,USD,ComplexComml,,,,,,,
407535,498713,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,100000000,30500000,400000000,0,USD,ComplexComml,,,,,,,
407535,498714,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,200000000,100000000,800000000,0,USD,ComplexComml,,,,,,,
407534,498703,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,125000000,31250000,275000000,0,USD,ComplexComml,,,,,,,
407534,498706,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,100000000,30500000,400000000,0,USD,ComplexComml,,,,,,,
407534,498709,ComplexComml,07/01/2021,07/01/2022,PWA,N,0,0,E,200000000,100000000,800000000,0,USD,ComplexComml,,,,,,,
407533,498698,ComplexComml,07/01/2021,06/30/2022,PWA,N,0,0,E,100000000,30500000,400000000,0,USD,ComplexComml,100K,500000000,0,B,MI2,100000,0
407533,498698,ComplexComml,07/01/2021,06/30/2022,PWA,N,0,0,E,100000000,30500000,400000000,0,USD,ComplexComml,10K,500000000,0,B,MI2,10000,0
407533,498698,ComplexComml,07/01/2021,06/30/2022,PWA,N,0,0,E,100000000,30500000,400000000,0,USD,ComplexComml,25K,500000000,0,B,MI2,25000,0
407533,498698,ComplexComml,07/01/2021,06/30/2022,PWA,N,0,0,E,100000000,30500000,400000000,0,USD,ComplexComml,500K,500000000,0,B,MI2,500000,0
407533,498697,ComplexComml,07/01/2021,06/30/2022,PWA,N,0,0,E,125000000,31250000,275000000,0,USD,ComplexComml,100K,400000000,0,B,MI2,100000,0
407533,498699,ComplexComml,07/01/2021,06/30/2022,PWA,N,0,0,E,200000000,100000000,800000000,0,USD,ComplexComml,500K,1000000000,0,B,MI2,500000,0
407533,498697,ComplexComml,07/01/2021,06/30/2022,PWA,N,0,0,E,125000000,31250000,275000000,0,USD,ComplexComml,10K,400000000,0,B,MI2,10000,0
407533,498697,ComplexComml,07/01/2021,06/30/2022,PWA,N,0,0,E,125000000,31250000,275000000,0,USD,ComplexComml,25K,400000000,0,B,MI2,25000,0
407533,498697,ComplexComml,07/01/2021,06/30/2022,PWA,N,0,0,E,125000000,31250000,275000000,0,USD,ComplexComml,500K,400000000,0,B,MI2,500000,0
407533,498699,ComplexComml,07/01/2021,06/30/2022,PWA,N,0,0,E,200000000,100000000,800000000,0,USD,ComplexComml,100K,1000000000,0,B,MI2,100000,0
407533,498699,ComplexComml,07/01/2021,06/30/2022,PWA,N,0,0,E,200000000,100000000,800000000,0,USD,ComplexComml,10K,1000000000,0,B,MI2,10000,0
407533,498699,ComplexComml,07/01/2021,06/30/2022,PWA,N,0,0,E,200000000,100000000,800000000,0,USD,ComplexComml,25K,1000000000,0,B,MI2,25000,0
407532,498692,ComplexComml,07/01/2021,06/30/2022,PWA,N,0,0,E,100000000,30500000,400000000,0,USD,ComplexComml,10K,500000000,0,B,MI2,10000,0
407532,498692,ComplexComml,07/01/2021,06/30/2022,PWA,N,0,0,E,100000000,30500000,400000000,0,USD,ComplexComml,250K,500000000,0,B,MI2,250000,0
407532,498692,ComplexComml,07/01/2021,06/30/2022,PWA,N,0,0,E,100000000,30500000,400000000,0,USD,ComplexComml,25K,500000000,0,B,MI2,25000,0
407532,498691,ComplexComml,07/01/2021,06/30/2022,PWA,N,0,0,E,125000000,31250000,275000000,0,USD,ComplexComml,75K,400000000,0,B,MI2,75000,0
